"excel_row","Study_ID","Author_Year","Location_ID","Measured","Order","Family","Common_name","Trophic_Level","Sampling_date","variation","m_g","se_g","n_g","m_c","se_c","n_c","Stratum","Herbivore_origin","Max_size_class","Single_size_class","Response_group","Design","Years_since_exclusion","zero_adjusted","sd_g","sd_c","yi","vi","es_id"
271,"#1505","Cecil et a., 2019","LOC03","Abundance",NA,NA,"Bristletails","Detritivore","29 Apr-21 May 2015  and 18-27 May 2016","SE",0.31627906976744,0.104651162790699,4,1.67441860465116,0.76744186046511,4,"Ground & litter-dwelling","Native","Large","Large","Abundance","Exclosure",18,FALSE,0.209302325581398,1.53488372093022,1.66659632627405,0.319552575932335,258
272,"#1505","Cecil et a., 2019","LOC03","Abundance",NA,NA,"Bristletails","Detritivore","29 Apr-21 May 2015  and 18-27 May 2016","SE",0.244186046511627,0.186046511627907,4,0.106976744186046,0.176744186046511,4,"Ground & litter-dwelling","Native","Large","Large","Abundance","Exclosure",18,FALSE,0.372093023255814,0.353488372093022,-0.82531895366843,3.31017750515456,259
273,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2015","SE",0.036310223266745,0.0047003525264394,4,0.0241480611045828,0.0012925969447709,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.00940070505287881,0.0025851938895418,-0.407895242961458,0.0196225053070072,260
274,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2015","SE",0.0329612220916568,0.0042890716803761,4,0.0213278495887191,0.0021151586368978,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.0085781433607522,0.0042303172737956,-0.435318071257846,0.0267678513943398,261
275,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2015","SE",0.0273795534665099,0.0022914218566393,4,0.0169800235017626,0.0037015276145711,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.0045828437132786,0.0074030552291422,-0.477758946013212,0.0545251640727219,262
276,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2016","SE",0.0877085781433607,0.0132549941245593,4,0.0771327849588719,0.0070505287896592,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.0265099882491186,0.0141010575793184,-0.128491290317198,0.0311942507504168,263
277,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2016","SE",0.0919388954171562,0.00592244418331379,4,0.0693772032902467,0.011421856639248,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.0118448883666276,0.022843713278496,-0.281565845434345,0.0312539749520009,264
278,"#1505","Cecil et a., 2019","LOC03","Richness","Formicidae",NA,"Ant",NA,"2016","SE",0.0800940070505287,0.009165687426557,4,0.0675440658049353,0.00860164512338429,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.018331374853114,0.0172032902467686,-0.170420821310236,0.0293134168080899,265
279,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2015","SE",0.11915393654524,0.023971797884842,4,0.0794359576968272,0.0070505287896592,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.047943595769684,0.0141010575793184,-0.405465108108158,0.0483526487167844,266
280,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2015","SE",0.148061104582843,0.015746180963573,4,0.121269095182138,0.015746180963572,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.031492361927146,0.031492361927144,-0.199613053904016,0.0281698676506044,267
281,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2015","SE",0.113043478260869,0.041128084606346,4,0.0702702702702702,0.0199764982373678,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",17,FALSE,0.082256169212692,0.0399529964747356,-0.475423696715071,0.213184546194309,268
282,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2016","SE",0.236160188457008,0.019434628975265,4,0.137220259128386,0.008833922261484,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.03886925795053,0.017667844522968,-0.54292297374087,0.0109168319347595,269
283,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2016","SE",0.406949352179034,0.040636042402827,4,0.322732626619552,0.031213191990577,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.081272084805654,0.0624263839811541,-0.231864536819655,0.0193249321436932,270
284,"#1505","Cecil et a., 2019","LOC03","Richness","Coleoptera",NA,"Beetles",NA,"2016","SE",0.287985865724381,0.028857479387515,4,0.142520612485276,0.044758539458186,4,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",18,FALSE,0.05771495877503,0.089517078916372,-0.703424763318189,0.10866808457005,271
285,"#1788","Baur et al., 2007","LOC12","Richness","Gastropoda",NA,NA,NA,"37803","SD",5.4,3.5,5,8.4,2.4,5,"Above-ground","Domestic","Medium","Medium","Richness","Natural grazed vs ungrazed",NA,FALSE,3.5,2.4,0.441832752279039,0.10034573500182,272
286,"#1788","Baur et al., 2007","LOC12","Richness","Gastropoda",NA,NA,NA,"37803","SD",3.3,2.2,5,3.8,1.3,5,"Above-ground","Domestic","Medium","Medium","Richness","Natural grazed vs ungrazed",NA,FALSE,2.2,1.3,0.141078598259906,0.112296091104955,273
287,"#1788","Baur et al., 2007","LOC12","Abundance","Gastropoda",NA,NA,NA,"37803","SD",114.6,62.9,5,184.6,47.6,5,"Above-ground","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,62.9,47.6,0.476743517788113,0.0735485154308147,274
288,"#1788","Baur et al., 2007","LOC12","Abundance","Gastropoda",NA,NA,NA,"37803","SD",15.8,4,5,13,9.8,5,"Above-ground","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,4,9.8,-0.195060582571384,0.126475263314084,275
289,"#1154","Chen et al., 2021","LOC39","Richness","Nematoda",NA,NA,NA,"Mid-August 2014","SE",22.5714285714285,0.952380952381002,3,26.1904761904761,0.571428571428598,3,"Below-ground","Domestic","Medium","Medium","Richness","Exclosure",2,FALSE,1.64957219768473,0.989743318610833,0.14871095653144,0.00225637452734533,276
290,"#1154","Chen et al., 2021","LOC39","Richness","Nematoda",NA,NA,NA,"Mid-August 2014","SE",13.4285714285714,3.7962962962963,3,26.1904761904761,0.571428571428598,3,"Below-ground","Domestic","Large","Large","Richness","Exclosure",2,FALSE,6.57537806577074,0.989743318610833,0.668011207288402,0.0803969715927517,277
291,"#1154","Chen et al., 2021","LOC39","Richness","Nematoda",NA,NA,NA,"Mid-August 2014","SE",17.0925925925925,2.2486772486773,3,26.1904761904761,0.571428571428598,3,"Below-ground","Domestic","Large",NA,"Richness","Exclosure",2,FALSE,3.89482324453328,0.989743318610833,0.426750652564518,0.0177836936248522,278
292,"#1154","Chen et al., 2021","LOC39","Diversity","Nematoda",NA,NA,NA,"Mid-August 2014","SE",2.7595818815331,0.0836236933797898,3,3.01742160278745,0.0348432055749099,3,"Below-ground","Domestic","Medium","Medium","Diversity","Exclosure",2,FALSE,0.144840485650357,0.0603502023543112,0.0893235167480075,0.00105161480156081,279
293,"#1154","Chen et al., 2021","LOC39","Diversity","Nematoda",NA,NA,NA,"Mid-August 2014","SE",2.26480836236933,0.22996515679443,3,3.01742160278745,0.0348432055749099,3,"Below-ground","Domestic","Large","Large","Diversity","Exclosure",2,FALSE,0.398311335538496,0.0603502023543112,0.286912545672754,0.0104434003276126,280
294,"#1154","Chen et al., 2021","LOC39","Diversity","Nematoda",NA,NA,NA,"Mid-August 2014","SE",1.64459930313588,0.18118466898955,3,3.01742160278745,0.0348432055749099,3,"Below-ground","Domestic","Large",NA,"Diversity","Exclosure",2,FALSE,0.31382105224245,0.0603502023543112,0.606905922976883,0.0122706580189854,281
295,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores - Bacterial Feeders","Mid-August 2014","SE",88.3683097445908,17.0815031722792,3,147.291361639824,11.84317553278,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,29.5860313640365,20.5129817457316,0.51089925875737,0.0438296886761589,282
296,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores - Bacterial Feeders","Mid-August 2014","SE",27.9729949568895,12.6077761509679,3,147.291361639824,11.84317553278,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",2,FALSE,21.8373088639316,20.5129817457316,1.66117309812358,0.209606879529028,283
297,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores - Bacterial Feeders","Mid-August 2014","SE",56.6455181389295,15.047990889865,3,147.291361639824,11.84317553278,3,"Below-ground","Domestic","Large",NA,"Abundance","Exclosure",2,FALSE,26.0638847730798,20.5129817457316,0.955599807667769,0.0770361420531332,284
298,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores -Fungal  Feeders","Mid-August 2014","SE",40.1814300960512,5.1227321237993,3,30.7363927427961,3.6286019210246,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,8.8728323119856,6.28492288765664,-0.267957567104004,0.0301908244560983,285
299,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores -Fungal  Feeders","Mid-August 2014","SE",17.769477054429,8.1643543223052,3,30.7363927427961,3.6286019210246,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",2,FALSE,14.1410764972272,6.28492288765664,0.547965170715447,0.225040109084309,286
300,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Detritivores -Fungal  Feeders","Mid-August 2014","SE",25.3468516542155,4.9626467449307,3,30.7363927427961,3.6286019210246,3,"Below-ground","Domestic","Large",NA,"Abundance","Exclosure",2,FALSE,8.59555630223628,6.28492288765664,0.192792856661251,0.0522706322030729,287
301,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Herbivores","Mid-August 2014","SE",74.1691842900302,6.3444108761329,3,79.0030211480362,8.4592145015106,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,10.9888419815548,14.6517893087398,0.0631373362704018,0.0187820063152772,288
302,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Herbivores","Mid-August 2014","SE",9.51661631419938,3.77643504531722,3,79.0030211480362,8.4592145015106,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",2,FALSE,6.5409773699731,14.6517893087398,2.11644673767339,0.168935359061278,289
303,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Herbivores","Mid-August 2014","SE",54.5317220543806,13.4441087613293,3,79.0030211480362,8.4592145015106,3,"Below-ground","Domestic","Large",NA,"Abundance","Exclosure",2,FALSE,23.2858794371042,14.6517893087398,0.370703505732042,0.0722456511822027,290
304,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Predators","Mid-August 2014","SE",15.1691948658109,1.6919486581097,3,39.6732788798133,5.4259043173862,3,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,2.93054103964398,9.39794195472022,0.961411167154629,0.0311454131774535,291
305,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Predators","Mid-August 2014","SE",4.66744457409568,2.74212368728122,3,39.6732788798133,5.4259043173862,3,"Below-ground","Domestic","Large","Large","Abundance","Exclosure",2,FALSE,4.74949754700918,9.39794195472022,2.14006616349627,0.363860834775088,292
306,"#1154","Chen et al., 2021","LOC39","Abundance","Nematoda",NA,NA,"Predators","Mid-August 2014","SE",15.1691948658109,6.3593932322054,3,39.6732788798133,5.4259043173862,3,"Below-ground","Domestic","Large",NA,"Abundance","Exclosure",2,FALSE,11.0147921834894,9.39794195472022,0.961411167154629,0.194459022644912,293
307,"#1180","Lessard et al.,  2012","LOC06","Richness",NA,NA,NA,NA,"2007","SE",7.768156424581,0.93016759776537,10,9.93016759776536,0.90502793296084,10,"Ground & litter-dwelling","Native","Medium","Medium","Richness","Exclosure",11,FALSE,2.94144821462592,2.86194961423043,0.245544488003377,0.0226442922667821,294
308,"#1180","Lessard et al.,  2012","LOC06","Richness",NA,NA,NA,NA,"2007","SE",13.3743016759776,1.0307262569832,10,17.4217877094972,1.0558659217877,10,"Below-ground","Native","Medium","Medium","Richness","Exclosure",11,FALSE,3.25944261620695,3.33894121660233,0.264386509848262,0.00961252021393356,295
309,"#1180","Lessard et al.,  2012","LOC06","Abundance",NA,NA,NA,NA,"2007","SE",58.3586626139817,16.8693009118541,10,77.9635258358662,15.9574468085106,10,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",11,FALSE,53.3454134162143,50.4618775558783,0.289633292583043,0.125450361011855,296
310,"#1180","Lessard et al.,  2012","LOC06","Abundance",NA,NA,NA,NA,"2007","SE",13.8297872340425,3.3434650455927,10,27.5075987841945,3.3434650455927,10,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",11,FALSE,10.5729648212316,10.5729648212317,0.687637524748978,0.0732207112656128,297
311,"#1180","Lessard et al.,  2012","LOC06","Abundance",NA,NA,NA,NA,"2007","SE",36.0182370820668,2.887537993921,10,37.5379939209726,3.1914893617021,10,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",11,FALSE,9.1311968910638,10.0923755111756,0.041328195492847,0.013655474410195,298
312,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",2.89887640449438,0.56629213483146,9,3.66741573033707,0.45842696629214,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,1.69887640449438,1.37528089887642,0.235164038168333,0.0537861681990268,299
313,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",3.46516853932584,0.49887640449438,9,3.66741573033707,0.45842696629214,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,1.49662921348314,1.37528089887642,0.0567259814007761,0.0363520359884331,300
314,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",4.11235955056179,0.35056179775281,9,3.66741573033707,0.45842696629214,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,1.05168539325843,1.37528089887642,-0.114509710311415,0.0228918637463053,301
315,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.67015706806282,0.36125654450262,9,1.78795811518324,0.28272251308901,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,1.08376963350786,0.84816753926703,0.0681565762260011,0.0717899018547963,302
316,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.45026178010471,0.30628272251309,9,1.78795811518324,0.28272251308901,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,0.91884816753927,0.84816753926703,0.209330172823504,0.0696055853117314,303
317,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",2,0.21989528795811,9,1.78795811518324,0.28272251308901,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,0.65968586387433,0.84816753926703,-0.112072929595734,0.0370922894366001,304
318,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.00449438202247,0.11460674157303,9,1.33483146067415,0.23932584269663,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,0.34382022471909,0.71797752808989,0.284320724749072,0.0451633861416622,305
319,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.33820224719101,0.16853932584269,9,1.33483146067415,0.23932584269663,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,0.50561797752807,0.71797752808989,-0.0025220694327144,0.0480079928298129,306
320,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.6752808988764,0.15505617977528,9,1.33483146067415,0.23932584269663,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,0.46516853932584,0.71797752808989,-0.227175814842151,0.0407124439745802,307
321,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.01647058823529,0.21411764705882,9,1.06117647058823,0.15764705882353,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",2,FALSE,0.64235294117646,0.47294117647059,0.0430417512585671,0.0664423469902952,308
322,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.00470588235294,0.2,9,1.06117647058823,0.15764705882353,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,0.6,0.47294117647059,0.0546833262740501,0.0616958749466657,309
323,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.09882352941176,0.15529411764706,9,1.06117647058823,0.15764705882353,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",2,FALSE,0.46588235294118,0.47294117647059,-0.0348619181662197,0.0420432017305929,310
324,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",5,0.33707865168539,9,5.01123595505617,0.31460674157304,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,1.01123595505617,0.943820224719119,0.00224466985382196,0.00848624287991382,311
325,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",5,0.49438202247191,9,5.01123595505617,0.31460674157304,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,1.48314606741573,0.943820224719119,0.00224466985382196,0.0137179055487689,312
326,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Collembola",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",5,0.29213483146067,9,5.01123595505617,0.31460674157304,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,0.87640449438201,0.943820224719119,0.00224466985382196,0.00735507257313436,313
327,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",2.90052356020942,0.30759162303665,9,2.56020942408376,0.35994764397906,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,0.922774869109951,1.07984293193718,-0.124802197272414,0.0310123565355609,314
328,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",2.90052356020942,0.22905759162304,9,2.56020942408376,0.35994764397906,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,0.68717277486912,1.07984293193718,-0.124802197272414,0.0260028425317293,315
329,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Entomobryomorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",2.46204188481675,0.20942408376963,9,2.56020942408376,0.35994764397906,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,0.628272251308891,1.07984293193718,0.0390980212937301,0.0270018020200991,316
330,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.56741573033707,0.17528089887641,9,1.22696629213483,0.12471910112359,9,"Below-ground","Native",NA,NA,"Richness","Exclosure",2,FALSE,0.52584269662923,0.37415730337077,-0.244883537950611,0.0228378793572159,317
331,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.56067415730337,0.24606741573033,9,1.22696629213483,0.12471910112359,9,"Below-ground","Native","Medium","Medium","Richness","Exclosure",2,FALSE,0.73820224719099,0.37415730337077,-0.240573186449494,0.035191392192959,318
332,"#1511","Vandegehuchte et al., 2015","LOC17","Richness","Poduromorpha",NA,NA,"Detritivores","Monthly, late June-late Aug 2011","SE",1.89438202247191,0.31685393258426,9,1.22696629213483,0.12471910112359,9,"Below-ground","Native","Medium",NA,"Richness","Exclosure",2,FALSE,0.95056179775278,0.37415730337077,-0.434347982256951,0.038308223565112,319
333,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.33647058823529,0.15529411764706,9,1.23999999999999,0.14352941176471,9,"Below-ground","Native",NA,NA,"Abundance","Exclosure",2,FALSE,0.46588235294118,0.43058823529413,-0.0749208701797941,0.0268997380405395,320
334,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.24705882352941,0.11058823529411,9,1.23999999999999,0.14352941176471,9,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,0.33176470588233,0.43058823529413,-0.00567645800481189,0.0212619612244564,321
335,"#1511","Vandegehuchte et al., 2015","LOC17","Abundance","Mesostigmata","Monogynaspida",NA,"Predators","Monthly, late June-late Aug 2011","SE",1.36941176470588,0.12,9,1.23999999999999,0.14352941176471,9,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",2,FALSE,0.36,0.43058823529413,-0.0992698991900819,0.0210767708333241,322
336,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Coleoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",101.8,44,4,109,39.89,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,88,79.78,0.0683377781127213,0.320743301327577,323
337,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Diptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",25.3,2.32,4,21,5.61,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,4.64,11.22,-0.186281958010052,0.0797741236324866,324
338,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Hemiptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",21.5,3.62,4,254.8,97.28,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,7.24,194.56,2.47242598856439,0.174112490105238,325
339,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Homoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",322,83.86,4,431.8,95.27,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,167.72,190.54,0.293410972536299,0.116505881984869,326
340,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Hymenpotera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",3,0.71,4,8.3,1.6,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,1.42,3.2,1.01764322613444,0.0931718020677086,327
341,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Abundance","Orthoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",83.3,21.83,4,128.8,29.57,4,"Above-ground","Domestic","Large","Large","Abundance","Exclosure",27,FALSE,43.66,59.14,0.435812264497456,0.121385291621528,328
342,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Coleoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",14.5,0.87,4,18.5,1.32,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,1.74,2.64,0.243622082657751,0.00869101533966399,329
343,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Diptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",11.5,0.87,4,14,2.61,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,1.74,5.22,0.196710294246054,0.0404788636626673,330
344,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Hemiptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",6.5,0.87,4,7.3,0.95,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,1.74,1.9,0.116072171252754,0.0348504281030112,331
345,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Homoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",11.8,0.85,4,12,0.71,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,1.7,1.42,0.0168071183163812,0.00868957694947173,332
346,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Hymenpotera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",2.7,0.48,4,7,1.23,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,0.96,2.46,0.95265837604503,0.0624804484756866,333
347,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Richness","Orthoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",17.8,1.18,4,14.5,2.02,4,"Above-ground","Domestic","Large","Large","Richness","Exclosure",27,FALSE,2.36,4.04,-0.205049807871511,0.0238020193164935,334
348,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Coleoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",2.1,0.42,4,2.9,0.39,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.84,0.78,0.322773392263051,0.0580856123662307,335
349,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Diptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",2.9,0.08,4,3.6,0.24,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.16,0.48,0.216223108469636,0.0052054432553838,336
350,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Hemiptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",1.8,0.45,4,0.4,0.09,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.9,0.18,-1.50407739677627,0.113125,337
351,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Homoptera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",1.66,0.23,4,2.01,0.11,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.46,0.22,0.191317119702532,0.0221922463836546,338
352,"#1589","Debano, 2006","LOC_APPLETON-WHITTELL","Diversity","Hymenpotera",NA,NA,"Herbivore","Sep-Nov 1993 + Jun-Aug 1994","SE",1.4,0.23,4,2.7,0.27,4,"Above-ground","Domestic","Large","Large","Diversity","Exclosure",27,FALSE,0.46,0.54,0.656779536389071,0.0369897959183674,339
